  1.00  -15.0000   -3.1208    6.9732             1.51703           -28.31306             0.70102           229.98906
  1.00  -15.0000   -1.3087    2.9599             1.52737            -8.40071             0.01905             2.13422
  1.00  -15.0000   -0.9732    2.1572             1.52283            -6.95114             0.31744            23.43305
  1.00  -15.0000   -0.5705    1.1538             1.53273            -5.39138             0.33166            59.14300
  1.00  -15.0000   -0.0336   -0.2508             1.51675            -4.29307             0.71969            99.85711
  1.00  -15.0000    0.0336   -0.4515             1.54055            -3.94834             0.84375           117.30626
  1.00  -15.0000    0.7047   -2.4582             1.54168            -3.09021             0.91734           177.65133
  1.00  -15.0000    0.7718   -2.6589             1.53067            -3.08506             0.19712           178.11422
  1.00  -15.0000    0.8389   -2.8595             1.51852            -3.08585             0.60219           178.04294
  1.00  -15.0000    0.8389   14.6990             1.54035            -2.43041             0.83082           253.02695
  1.00  -15.0000    0.8389   14.7993             1.53528            -2.43704             0.49851           252.06617
  1.00  -15.0000    0.8389   14.8997             1.53011            -2.44389             0.16004           251.07911
  1.00  -15.0000    0.8389   15.0000             1.52484            -2.45098             0.18516           250.06451
  1.00  -15.0000    0.9060   14.0970             1.54075            -2.42382             0.85666           253.98640
  1.00  -15.0000    0.9060   14.1973             1.53588            -2.43004             0.53773           253.08132
  1.00  -15.0000    0.9060   14.2977             1.53092            -2.43644             0.21328           252.15298
  1.00  -15.0000    0.9060   14.3980             1.52588            -2.44305             0.11703           251.20034
  1.00  -15.0000    0.9060   14.4983             1.52074            -2.44987             0.45507           250.22229
  1.00  -15.0000    0.9060   14.5987             1.51551            -2.45692             0.80167           249.21765
  1.00  -15.0000    0.9732   -3.3612             1.53741            -2.89376             0.63780           196.50018
  1.00  -15.0000    0.9732   13.4950             1.54064            -2.41816             0.84972           254.81557
  1.00  -15.0000    0.9732   13.5953             1.53595            -2.42401             0.54237           253.95841
  1.00  -15.0000    0.9732   13.6957             1.53118            -2.43004             0.23006           253.08052
  1.00  -15.0000    0.9732   13.7960             1.52633            -2.43625             0.08749           252.18100
  1.00  -15.0000    0.9732   13.8963             1.52140            -2.44264             0.41190           251.25891
  1.00  -15.0000    0.9732   13.9967             1.51638            -2.44924             0.74405           250.31326
  1.00  -15.0000    1.0403   -3.5619             1.52136            -2.91259             0.41452           194.58335
  1.00  -15.0000    1.0403   12.8930             1.54012            -2.41326             0.81537           255.53581
  1.00  -15.0000    1.0403   12.9933             1.53558            -2.41881             0.51808           254.72010
  1.00  -15.0000    1.0403   13.0936             1.53097            -2.42451             0.21629           253.88579
  1.00  -15.0000    1.0403   13.1940             1.52628            -2.43037             0.09024           253.03209
  1.00  -15.0000    1.0403   13.2943             1.52153            -2.43640             0.40305           252.15821
  1.00  -15.0000    1.0403   13.3946             1.51670            -2.44261             0.72288           251.26330
  1.00  -15.0000    1.1074   -3.8629             1.54117            -2.79134             0.88443           207.37964
  1.00  -15.0000    1.1074   12.2910             1.53925            -2.40900             0.75829           256.16503
  1.00  -15.0000    1.1074   12.3913             1.53484            -2.41428             0.46974           255.38535
  1.00  -15.0000    1.1074   12.4916             1.53037            -2.41970             0.17709           254.58886
  1.00  -15.0000    1.1074   12.5920             1.52583            -2.42527             0.11993           253.77490
  1.00  -15.0000    1.1074   12.6923             1.52123            -2.43099             0.42283           252.94277
  1.00  -15.0000    1.1074   12.7926             1.51656            -2.43686             0.73215           252.09173
  1.00  -15.0000    1.1745   -4.0635             1.52337            -2.81581             0.28168           204.70833
  1.00  -15.0000    1.1745   11.5886             1.54233            -2.40032             0.96001           257.45208
  1.00  -15.0000    1.1745   11.6890             1.53809            -2.40526             0.68265           256.71852
  1.00  -15.0000    1.1745   11.7893             1.53380            -2.41031             0.40167           255.97024
  1.00  -15.0000    1.1745   11.8896             1.52945            -2.41549             0.11696           255.20671
  1.00  -15.0000    1.1745   11.9900             1.52504            -2.42081             0.17191           254.42734
  1.00  -15.0000    1.1745   12.0903             1.52057            -2.42625             0.46634           253.63152
  1.00  -15.0000    1.1745   12.1906             1.51604            -2.43184             0.76669           252.81861
  1.00  -15.0000    1.2416   -4.3645             1.53537            -2.73514             0.50475           213.69541
  1.00  -15.0000    1.2416   10.9866             1.54085            -2.39721             0.86328           257.91681
  1.00  -15.0000    1.2416   11.0870             1.53671            -2.40195             0.59217           257.20944
  1.00  -15.0000    1.2416   11.1873             1.53252            -2.40681             0.31774           256.48862
  1.00  -15.0000    1.2416   11.2876             1.52827            -2.41178             0.03989           255.75389
  1.00  -15.0000    1.2416   11.3880             1.52397            -2.41687             0.24207           255.00472
  1.00  -15.0000    1.2416   11.4883             1.51962            -2.42208             0.52930           254.24059
  1.00  -15.0000    1.2416   11.5886             1.51521            -2.42743             0.82200           253.46092
  1.00  -15.0000    1.3087   -4.6656             1.54245            -2.67844             0.96815           220.33554
  1.00  -15.0000    1.3087   -4.5652             1.51633            -2.76281             0.74762           210.55326
  1.00  -15.0000    1.3087   10.3846             1.53921            -2.39442             0.75604           258.33379
  1.00  -15.0000    1.3087   10.4849             1.53515            -2.39900             0.49029           257.64935
  1.00  -15.0000    1.3087   10.5853             1.53105            -2.40368             0.22149           256.95256
  1.00  -15.0000    1.3087   10.6856             1.52689            -2.40847             0.05048           256.24304
  1.00  -15.0000    1.3087   10.7860             1.52269            -2.41336             0.32669           255.52031
  1.00  -15.0000    1.3087   10.8863             1.51843            -2.41837             0.60782           254.78388
  1.00  -15.0000    1.3087   10.9866             1.51413            -2.42350             0.89403           254.03328
  1.00  -15.0000    1.3758   -4.8662             1.52298            -2.70615             0.30761           217.05523
  1.00  -15.0000    1.3758    9.6823             1.54141            -2.38754             0.89992           259.36631
  1.00  -15.0000    1.3758    9.7826             1.53746            -2.39188             0.64142           258.71290
  1.00  -15.0000    1.3758    9.8829             1.53347            -2.39632             0.38020           258.04851
  1.00  -15.0000    1.3758    9.9833             1.52944            -2.40085             0.11619           257.37280
  1.00  -15.0000    1.3758   10.0836             1.52536            -2.40548             0.15094           256.68534
  1.00  -15.0000    1.3758   10.1839             1.52124            -2.41021             0.42236           255.98574
  1.00  -15.0000    1.3758   10.2843             1.51707            -2.41504             0.69836           255.27359
  1.00  -15.0000    1.3758   10.3846             1.51285            -2.41998             0.97911           254.54845
  1.00  -15.0000    1.4430   -5.1672             1.52605            -2.66527             0.10580           221.91823
  1.00  -15.0000    1.4430    9.0803             1.53954            -2.38532             0.77735           259.69983
  1.00  -15.0000    1.4430    9.1806             1.53564            -2.38955             0.52241           259.06311
  1.00  -15.0000    1.4430    9.2809             1.53171            -2.39386             0.26497           258.41626
  1.00  -15.0000    1.4430    9.3813             1.52774            -2.39826             0.00496           257.75893
  1.00  -15.0000    1.4430    9.4816             1.52373            -2.40275             0.25836           257.09078
  1.00  -15.0000    1.4430    9.5819             1.51967            -2.40733             0.52584           256.41144
  1.00  -15.0000    1.4430    9.6823             1.51557            -2.41201             0.79761           255.72054
  1.00  -15.0000    1.5101   -5.4682             1.52634            -2.63548             0.08669           225.55715
  1.00  -15.0000    1.5101    8.3779             1.54147            -2.37918             0.90393           260.62802
  1.00  -15.0000    1.5101    8.4783             1.53765            -2.38323             0.65406           260.01491
  1.00  -15.0000    1.5101    8.5786             1.53380            -2.38736             0.40196           259.39270
  1.00  -15.0000    1.5101    8.6789             1.52992            -2.39156             0.14758           258.76109
  1.00  -15.0000    1.5101    8.7793             1.52599            -2.39585             0.10928           258.11979
  1.00  -15.0000    1.5101    8.8796             1.52204            -2.40021             0.36970           257.46849
  1.00  -15.0000    1.5101    8.9799             1.51804            -2.40466             0.63402           256.80683
  1.00  -15.0000    1.5101    9.0803             1.51400            -2.40920             0.90237           256.13449
  1.00  -15.0000    1.5772   -5.8696             1.54119            -2.57103             0.88544           233.71812
  1.00  -15.0000    1.5772   -5.7692             1.52442            -2.61379             0.21269           228.25947
  1.00  -15.0000    1.5772    7.7759             1.53959            -2.37726             0.78086           260.92040
  1.00  -15.0000    1.5772    7.8763             1.53580            -2.38122             0.53295           260.31914
  1.00  -15.0000    1.5772    7.9766             1.53199            -2.38526             0.28302           259.70942
  1.00  -15.0000    1.5772    8.0769             1.52814            -2.38937             0.03099           259.09100
  1.00  -15.0000    1.5772    8.1773             1.52425            -2.39355             0.22369           258.46358
  1.00  -15.0000    1.5772    8.2776             1.52034            -2.39781             0.48192           257.82688
  1.00  -15.0000    1.5772    8.3779             1.51638            -2.40215             0.74382           257.18060
  1.00  -15.0000    1.6443   -6.1706             1.53617            -2.56021             0.55704           235.12882
  1.00  -15.0000    1.6443   -6.0702             1.52070            -2.59820             0.45756           230.22923
  1.00  -15.0000    1.6443    7.0736             1.54154            -2.37151             0.90848           261.79460
  1.00  -15.0000    1.6443    7.1739             1.53780            -2.37534             0.66364           261.21099
  1.00  -15.0000    1.6443    7.2742             1.53403            -2.37924             0.41703           260.61978
  1.00  -15.0000    1.6443    7.3746             1.53024            -2.38320             0.16857           260.02071
  1.00  -15.0000    1.6443    7.4749             1.52641            -2.38722             0.08185           259.41355
  1.00  -15.0000    1.6443    7.5753             1.52256            -2.39132             0.33524           258.79805
  1.00  -15.0000    1.6443    7.6756             1.51867            -2.39548             0.59196           258.17392
  1.00  -15.0000    1.6443    7.7759             1.51475            -2.39973             0.85214           257.54091
  1.00  -15.0000    1.7114   -6.4716             1.52989            -2.55309             0.14608           236.06321
  1.00  -15.0000    1.7114   -6.3712             1.51550            -2.58734             0.80253           231.61441
  1.00  -15.0000    1.7114    6.4716             1.53988            -2.36963             0.79987           262.08257
  1.00  -15.0000    1.7114    6.5719             1.53615            -2.37340             0.55545           261.50677
  1.00  -15.0000    1.7114    6.6722             1.53239            -2.37723             0.30943           260.92391
  1.00  -15.0000    1.7114    6.7726             1.52861            -2.38113             0.06176           260.33375
  1.00  -15.0000    1.7114    6.8729             1.52480            -2.38508             0.18799           259.73609
  1.00  -15.0000    1.7114    6.9732             1.52096            -2.38910             0.44075           259.13065
  1.00  -15.0000    1.7114    7.0736             1.51709            -2.39319             0.69665           258.51722
  1.00  -15.0000    1.7114    7.1739             1.51320            -2.39735             0.95580           257.89553
  1.00  -15.0000    1.7785   -6.8729             1.53498            -2.52164             0.47906           240.25497
  1.00  -15.0000    1.7785   -6.7726             1.52254            -2.54898             0.33645           236.60536
  1.00  -15.0000    1.7785    5.7692             1.54214            -2.36398             0.94776           262.94750
  1.00  -15.0000    1.7785    5.8696             1.53842            -2.36765             0.70438           262.38429
  1.00  -15.0000    1.7785    5.9699             1.53468            -2.37138             0.45965           261.81471
  1.00  -15.0000    1.7785    6.0702             1.53092            -2.37516             0.21350           261.23859
  1.00  -15.0000    1.7785    6.1706             1.52714            -2.37900             0.03413           260.65568
